"","YEAR","MONTH","TEMPERATURE","CITY","DATE"
"1890",1999,"NOV",26.8,"Barranquilla",1999-11-01
"1891",2000,"NOV",27.6,"Barranquilla",2000-11-01
"1892",2001,"NOV",27.7,"Barranquilla",2001-11-01
"1893",2002,"NOV",28.8,"Barranquilla",2002-11-01
"1894",2003,"NOV",28.4,"Barranquilla",2003-11-01
"1895",2004,"NOV",27.4,"Barranquilla",2004-11-01
"1896",2005,"NOV",27.3,"Barranquilla",2005-11-01
"1897",2006,"NOV",27.6,"Barranquilla",2006-11-01
"1898",2007,"NOV",28.2,"Barranquilla",2007-11-01
"1899",2008,"NOV",27.2,"Barranquilla",2008-11-01
"1900",2009,"NOV",28.7,"Barranquilla",2009-11-01
"1901",2010,"NOV",26.8,"Barranquilla",2010-11-01
"1902",2011,"NOV",27,"Barranquilla",2011-11-01
"1903",2012,"NOV",28.4,"Barranquilla",2012-11-01
"1904",2013,"NOV",27.6,"Barranquilla",2013-11-01
"1905",2014,"NOV",27.9,"Barranquilla",2014-11-01
"1906",2015,"NOV",999.9,"Barranquilla",2015-11-01
"1907",1966,"DEC",26.6,"Barranquilla",1966-12-01
"1908",1967,"DEC",26.8,"Barranquilla",1967-12-01
"1909",1968,"DEC",27,"Barranquilla",1968-12-01
"1910",1969,"DEC",27.8,"Barranquilla",1969-12-01
"1911",1970,"DEC",27,"Barranquilla",1970-12-01
"1912",1971,"DEC",999.9,"Barranquilla",1971-12-01
"1913",1972,"DEC",999.9,"Barranquilla",1972-12-01
"1914",1973,"DEC",999.9,"Barranquilla",1973-12-01
"1915",1974,"DEC",999.9,"Barranquilla",1974-12-01
"1916",1975,"DEC",26.2,"Barranquilla",1975-12-01
"1917",1976,"DEC",27.1,"Barranquilla",1976-12-01
"1918",1977,"DEC",27.5,"Barranquilla",1977-12-01
"1919",1978,"DEC",26.9,"Barranquilla",1978-12-01
"1920",1979,"DEC",27.5,"Barranquilla",1979-12-01
"1921",1980,"DEC",27.3,"Barranquilla",1980-12-01
"1922",1981,"DEC",27.6,"Barranquilla",1981-12-01
"1923",1982,"DEC",27.1,"Barranquilla",1982-12-01
"1924",1983,"DEC",27.3,"Barranquilla",1983-12-01
"1925",1984,"DEC",26.5,"Barranquilla",1984-12-01
"1926",1985,"DEC",26.3,"Barranquilla",1985-12-01
"1927",1986,"DEC",26.9,"Barranquilla",1986-12-01
"1928",1987,"DEC",27.9,"Barranquilla",1987-12-01
"1929",1988,"DEC",26.7,"Barranquilla",1988-12-01
"1930",1989,"DEC",26.7,"Barranquilla",1989-12-01
"1931",1990,"DEC",27,"Barranquilla",1990-12-01
"1932",1991,"DEC",26.8,"Barranquilla",1991-12-01
"1933",1992,"DEC",27.7,"Barranquilla",1992-12-01
"1934",1993,"DEC",27.8,"Barranquilla",1993-12-01
"1935",1994,"DEC",27.5,"Barranquilla",1994-12-01
"1936",1995,"DEC",27.9,"Barranquilla",1995-12-01
"1937",1996,"DEC",27.3,"Barranquilla",1996-12-01
"1938",1997,"DEC",28.1,"Barranquilla",1997-12-01
"1939",1998,"DEC",27.2,"Barranquilla",1998-12-01
"1940",1999,"DEC",27.1,"Barranquilla",1999-12-01
"1941",2000,"DEC",27.2,"Barranquilla",2000-12-01
"1942",2001,"DEC",28.3,"Barranquilla",2001-12-01
"1943",2002,"DEC",28.5,"Barranquilla",2002-12-01
"1944",2003,"DEC",27.7,"Barranquilla",2003-12-01
"1945",2004,"DEC",27.5,"Barranquilla",2004-12-01
"1946",2005,"DEC",27.5,"Barranquilla",2005-12-01
"1947",2006,"DEC",27.8,"Barranquilla",2006-12-01
"1948",2007,"DEC",27.7,"Barranquilla",2007-12-01
"1949",2008,"DEC",27.7,"Barranquilla",2008-12-01
"1950",2009,"DEC",28.4,"Barranquilla",2009-12-01
"1951",2010,"DEC",26.9,"Barranquilla",2010-12-01
"1952",2011,"DEC",27.3,"Barranquilla",2011-12-01
"1953",2012,"DEC",27.8,"Barranquilla",2012-12-01
"1954",2013,"DEC",27.6,"Barranquilla",2013-12-01
"1955",2014,"DEC",27.8,"Barranquilla",2014-12-01
"1956",2015,"DEC",999.9,"Barranquilla",2015-12-01
"1957",1977,"JAN",999.9,"Bucaramanga",1977-01-01
"1958",1978,"JAN",21.6,"Bucaramanga",1978-01-01
"1959",1979,"JAN",21.2,"Bucaramanga",1979-01-01
"1960",1980,"JAN",21.6,"Bucaramanga",1980-01-01
"1961",1981,"JAN",20.6,"Bucaramanga",1981-01-01
"1962",1982,"JAN",21,"Bucaramanga",1982-01-01
"1963",1983,"JAN",22.3,"Bucaramanga",1983-01-01
"1964",1984,"JAN",999.9,"Bucaramanga",1984-01-01
"1965",1985,"JAN",20.7,"Bucaramanga",1985-01-01
"1966",1986,"JAN",21.3,"Bucaramanga",1986-01-01
"1967",1987,"JAN",21.7,"Bucaramanga",1987-01-01
"1968",1988,"JAN",22.2,"Bucaramanga",1988-01-01
"1969",1989,"JAN",20.9,"Bucaramanga",1989-01-01
"1970",1990,"JAN",20.6,"Bucaramanga",1990-01-01
"1971",1991,"JAN",22.1,"Bucaramanga",1991-01-01
"1972",1992,"JAN",21.8,"Bucaramanga",1992-01-01
"1973",1993,"JAN",21.3,"Bucaramanga",1993-01-01
"1974",1994,"JAN",21.3,"Bucaramanga",1994-01-01
"1975",1995,"JAN",22.2,"Bucaramanga",1995-01-01
"1976",1996,"JAN",21.2,"Bucaramanga",1996-01-01
"1977",1997,"JAN",999.9,"Bucaramanga",1997-01-01
"1978",1998,"JAN",23.3,"Bucaramanga",1998-01-01
"1979",1999,"JAN",21.5,"Bucaramanga",1999-01-01
"1980",2000,"JAN",20.3,"Bucaramanga",2000-01-01
"1981",2001,"JAN",999.9,"Bucaramanga",2001-01-01
"1982",2002,"JAN",999.9,"Bucaramanga",2002-01-01
"1983",2003,"JAN",22,"Bucaramanga",2003-01-01
"1984",2004,"JAN",21.2,"Bucaramanga",2004-01-01
"1985",2005,"JAN",999.9,"Bucaramanga",2005-01-01
"1986",2006,"JAN",21.1,"Bucaramanga",2006-01-01
"1987",2007,"JAN",22.5,"Bucaramanga",2007-01-01
"1988",2008,"JAN",21.1,"Bucaramanga",2008-01-01
"1989",2009,"JAN",21.2,"Bucaramanga",2009-01-01
"1990",2010,"JAN",22.6,"Bucaramanga",2010-01-01
"1991",2011,"JAN",21.1,"Bucaramanga",2011-01-01
"1992",2012,"JAN",21.2,"Bucaramanga",2012-01-01
"1993",2013,"JAN",22.4,"Bucaramanga",2013-01-01
"1994",2014,"JAN",21.9,"Bucaramanga",2014-01-01
"1995",2015,"JAN",22,"Bucaramanga",2015-01-01
"1996",1977,"FEB",999.9,"Bucaramanga",1977-02-01
"1997",1978,"FEB",21.9,"Bucaramanga",1978-02-01
"1998",1979,"FEB",21.5,"Bucaramanga",1979-02-01
"1999",1980,"FEB",21.4,"Bucaramanga",1980-02-01
"2000",1981,"FEB",21.5,"Bucaramanga",1981-02-01
"2001",1982,"FEB",21.1,"Bucaramanga",1982-02-01
"2002",1983,"FEB",22.6,"Bucaramanga",1983-02-01
"2003",1984,"FEB",21,"Bucaramanga",1984-02-01
"2004",1985,"FEB",22,"Bucaramanga",1985-02-01
"2005",1986,"FEB",20.8,"Bucaramanga",1986-02-01
"2006",1987,"FEB",22.7,"Bucaramanga",1987-02-01
"2007",1988,"FEB",21.3,"Bucaramanga",1988-02-01
"2008",1989,"FEB",21.2,"Bucaramanga",1989-02-01
"2009",1990,"FEB",20.5,"Bucaramanga",1990-02-01
"2010",1991,"FEB",22.3,"Bucaramanga",1991-02-01
"2011",1992,"FEB",999.9,"Bucaramanga",1992-02-01
"2012",1993,"FEB",999.9,"Bucaramanga",1993-02-01
"2013",1994,"FEB",21.8,"Bucaramanga",1994-02-01
"2014",1995,"FEB",22.6,"Bucaramanga",1995-02-01
"2015",1996,"FEB",20.5,"Bucaramanga",1996-02-01
"2016",1997,"FEB",21.8,"Bucaramanga",1997-02-01
"2017",1998,"FEB",999.9,"Bucaramanga",1998-02-01
"2018",1999,"FEB",20.6,"Bucaramanga",1999-02-01
"2019",2000,"FEB",20.6,"Bucaramanga",2000-02-01
"2020",2001,"FEB",999.9,"Bucaramanga",2001-02-01
"2021",2002,"FEB",999.9,"Bucaramanga",2002-02-01
"2022",2003,"FEB",22.8,"Bucaramanga",2003-02-01
"2023",2004,"FEB",22.5,"Bucaramanga",2004-02-01
"2024",2005,"FEB",21.8,"Bucaramanga",2005-02-01
"2025",2006,"FEB",21.9,"Bucaramanga",2006-02-01
"2026",2007,"FEB",22.6,"Bucaramanga",2007-02-01
"2027",2008,"FEB",21.2,"Bucaramanga",2008-02-01
"2028",2009,"FEB",21.4,"Bucaramanga",2009-02-01
"2029",2010,"FEB",23.1,"Bucaramanga",2010-02-01
"2030",2011,"FEB",21.1,"Bucaramanga",2011-02-01
"2031",2012,"FEB",21.7,"Bucaramanga",2012-02-01
"2032",2013,"FEB",21.9,"Bucaramanga",2013-02-01
"2033",2014,"FEB",22.1,"Bucaramanga",2014-02-01
"2034",2015,"FEB",21.8,"Bucaramanga",2015-02-01
"2035",1977,"MAR",999.9,"Bucaramanga",1977-03-01
"2036",1978,"MAR",21.5,"Bucaramanga",1978-03-01
"2037",1979,"MAR",21.6,"Bucaramanga",1979-03-01
"2038",1980,"MAR",22.9,"Bucaramanga",1980-03-01
"2039",1981,"MAR",21.6,"Bucaramanga",1981-03-01
"2040",1982,"MAR",21.7,"Bucaramanga",1982-03-01
"2041",1983,"MAR",22.6,"Bucaramanga",1983-03-01
"2042",1984,"MAR",21.7,"Bucaramanga",1984-03-01
"2043",1985,"MAR",21.8,"Bucaramanga",1985-03-01
"2044",1986,"MAR",20.5,"Bucaramanga",1986-03-01
"2045",1987,"MAR",21.5,"Bucaramanga",1987-03-01
"2046",1988,"MAR",22,"Bucaramanga",1988-03-01
"2047",1989,"MAR",20,"Bucaramanga",1989-03-01
"2048",1990,"MAR",21.1,"Bucaramanga",1990-03-01
"2049",1991,"MAR",22.4,"Bucaramanga",1991-03-01
"2050",1992,"MAR",22.8,"Bucaramanga",1992-03-01
"2051",1993,"MAR",999.9,"Bucaramanga",1993-03-01
"2052",1994,"MAR",21.3,"Bucaramanga",1994-03-01
"2053",1995,"MAR",22,"Bucaramanga",1995-03-01
"2054",1996,"MAR",21.3,"Bucaramanga",1996-03-01
"2055",1997,"MAR",22.3,"Bucaramanga",1997-03-01
"2056",1998,"MAR",23.7,"Bucaramanga",1998-03-01
"2057",1999,"MAR",21.1,"Bucaramanga",1999-03-01
"2058",2000,"MAR",999.9,"Bucaramanga",2000-03-01
"2059",2001,"MAR",999.9,"Bucaramanga",2001-03-01
"2060",2002,"MAR",999.9,"Bucaramanga",2002-03-01
"2061",2003,"MAR",22.5,"Bucaramanga",2003-03-01
"2062",2004,"MAR",23,"Bucaramanga",2004-03-01
"2063",2005,"MAR",22.5,"Bucaramanga",2005-03-01
"2064",2006,"MAR",21.6,"Bucaramanga",2006-03-01
"2065",2007,"MAR",21.8,"Bucaramanga",2007-03-01
"2066",2008,"MAR",21,"Bucaramanga",2008-03-01
"2067",2009,"MAR",21.1,"Bucaramanga",2009-03-01
"2068",2010,"MAR",22.8,"Bucaramanga",2010-03-01
"2069",2011,"MAR",20.8,"Bucaramanga",2011-03-01
"2070",2012,"MAR",21.5,"Bucaramanga",2012-03-01
"2071",2013,"MAR",22,"Bucaramanga",2013-03-01
"2072",2014,"MAR",21.9,"Bucaramanga",2014-03-01
"2073",2015,"MAR",999.9,"Bucaramanga",2015-03-01
"2074",1977,"APR",999.9,"Bucaramanga",1977-04-01
"2075",1978,"APR",21,"Bucaramanga",1978-04-01
"2076",1979,"APR",21.8,"Bucaramanga",1979-04-01
"2077",1980,"APR",21.9,"Bucaramanga",1980-04-01
"2078",1981,"APR",21.3,"Bucaramanga",1981-04-01
"2079",1982,"APR",21,"Bucaramanga",1982-04-01
"2080",1983,"APR",22.1,"Bucaramanga",1983-04-01
"2081",1984,"APR",21.5,"Bucaramanga",1984-04-01
"2082",1985,"APR",21.3,"Bucaramanga",1985-04-01
"2083",1986,"APR",21.1,"Bucaramanga",1986-04-01
"2084",1987,"APR",21.2,"Bucaramanga",1987-04-01
"2085",1988,"APR",21.6,"Bucaramanga",1988-04-01
"2086",1989,"APR",21.7,"Bucaramanga",1989-04-01
"2087",1990,"APR",21.6,"Bucaramanga",1990-04-01
"2088",1991,"APR",21.8,"Bucaramanga",1991-04-01
"2089",1992,"APR",22.4,"Bucaramanga",1992-04-01
"2090",1993,"APR",999.9,"Bucaramanga",1993-04-01
"2091",1994,"APR",21.6,"Bucaramanga",1994-04-01
"2092",1995,"APR",22.2,"Bucaramanga",1995-04-01
"2093",1996,"APR",21.6,"Bucaramanga",1996-04-01
"2094",1997,"APR",22,"Bucaramanga",1997-04-01
"2095",1998,"APR",22.9,"Bucaramanga",1998-04-01
"2096",1999,"APR",21.4,"Bucaramanga",1999-04-01
"2097",2000,"APR",21.4,"Bucaramanga",2000-04-01
"2098",2001,"APR",999.9,"Bucaramanga",2001-04-01
"2099",2002,"APR",21.4,"Bucaramanga",2002-04-01
"2100",2003,"APR",22,"Bucaramanga",2003-04-01
"2101",2004,"APR",22.6,"Bucaramanga",2004-04-01
"2102",2005,"APR",22.2,"Bucaramanga",2005-04-01
"2103",2006,"APR",21.2,"Bucaramanga",2006-04-01
"2104",2007,"APR",21.6,"Bucaramanga",2007-04-01
"2105",2008,"APR",21.4,"Bucaramanga",2008-04-01
"2106",2009,"APR",21.8,"Bucaramanga",2009-04-01
"2107",2010,"APR",22.4,"Bucaramanga",2010-04-01
"2108",2011,"APR",20.9,"Bucaramanga",2011-04-01
"2109",2012,"APR",999.9,"Bucaramanga",2012-04-01
"2110",2013,"APR",22.2,"Bucaramanga",2013-04-01
"2111",2014,"APR",22.3,"Bucaramanga",2014-04-01
"2112",2015,"APR",999.9,"Bucaramanga",2015-04-01
"2113",1977,"MAY",21.1,"Bucaramanga",1977-05-01
"2114",1978,"MAY",21.3,"Bucaramanga",1978-05-01
"2115",1979,"MAY",21.3,"Bucaramanga",1979-05-01
"2116",1980,"MAY",21.8,"Bucaramanga",1980-05-01
"2117",1981,"MAY",21.1,"Bucaramanga",1981-05-01
"2118",1982,"MAY",21.1,"Bucaramanga",1982-05-01
"2119",1983,"MAY",22.2,"Bucaramanga",1983-05-01
"2120",1984,"MAY",21.2,"Bucaramanga",1984-05-01
"2121",1985,"MAY",21.2,"Bucaramanga",1985-05-01
"2122",1986,"MAY",21.5,"Bucaramanga",1986-05-01
"2123",1987,"MAY",21.9,"Bucaramanga",1987-05-01
"2124",1988,"MAY",21.9,"Bucaramanga",1988-05-01
"2125",1989,"MAY",21.2,"Bucaramanga",1989-05-01
"2126",1990,"MAY",21.6,"Bucaramanga",1990-05-01
"2127",1991,"MAY",21.8,"Bucaramanga",1991-05-01
"2128",1992,"MAY",21.9,"Bucaramanga",1992-05-01
"2129",1993,"MAY",21.3,"Bucaramanga",1993-05-01
"2130",1994,"MAY",21.8,"Bucaramanga",1994-05-01
"2131",1995,"MAY",21.8,"Bucaramanga",1995-05-01
"2132",1996,"MAY",21.4,"Bucaramanga",1996-05-01
"2133",1997,"MAY",22.4,"Bucaramanga",1997-05-01
"2134",1998,"MAY",22.5,"Bucaramanga",1998-05-01
"2135",1999,"MAY",21.4,"Bucaramanga",1999-05-01
"2136",2000,"MAY",21.2,"Bucaramanga",2000-05-01
"2137",2001,"MAY",999.9,"Bucaramanga",2001-05-01
"2138",2002,"MAY",22.2,"Bucaramanga",2002-05-01
"2139",2003,"MAY",22.2,"Bucaramanga",2003-05-01
"2140",2004,"MAY",22,"Bucaramanga",2004-05-01
"2141",2005,"MAY",22,"Bucaramanga",2005-05-01
"2142",2006,"MAY",21.8,"Bucaramanga",2006-05-01
"2143",2007,"MAY",999.9,"Bucaramanga",2007-05-01
"2144",2008,"MAY",21.1,"Bucaramanga",2008-05-01
"2145",2009,"MAY",21.6,"Bucaramanga",2009-05-01
"2146",2010,"MAY",22.3,"Bucaramanga",2010-05-01
"2147",2011,"MAY",21.3,"Bucaramanga",2011-05-01
"2148",2012,"MAY",21.7,"Bucaramanga",2012-05-01
"2149",2013,"MAY",21.4,"Bucaramanga",2013-05-01
"2150",2014,"MAY",21.8,"Bucaramanga",2014-05-01
"2151",2015,"MAY",999.9,"Bucaramanga",2015-05-01
"2152",1977,"JUN",21.1,"Bucaramanga",1977-06-01
"2153",1978,"JUN",20.8,"Bucaramanga",1978-06-01
"2154",1979,"JUN",21.1,"Bucaramanga",1979-06-01
"2155",1980,"JUN",22,"Bucaramanga",1980-06-01
"2156",1981,"JUN",21.2,"Bucaramanga",1981-06-01
"2157",1982,"JUN",21.7,"Bucaramanga",1982-06-01
"2158",1983,"JUN",22.3,"Bucaramanga",1983-06-01
"2159",1984,"JUN",21,"Bucaramanga",1984-06-01
"2160",1985,"JUN",21.5,"Bucaramanga",1985-06-01
"2161",1986,"JUN",21.3,"Bucaramanga",1986-06-01
"2162",1987,"JUN",22.2,"Bucaramanga",1987-06-01
"2163",1988,"JUN",21.1,"Bucaramanga",1988-06-01
"2164",1989,"JUN",21.1,"Bucaramanga",1989-06-01
"2165",1990,"JUN",22.2,"Bucaramanga",1990-06-01
"2166",1991,"JUN",22.1,"Bucaramanga",1991-06-01
"2167",1992,"JUN",22.1,"Bucaramanga",1992-06-01
"2168",1993,"JUN",999.9,"Bucaramanga",1993-06-01
"2169",1994,"JUN",21.9,"Bucaramanga",1994-06-01
"2170",1995,"JUN",21.8,"Bucaramanga",1995-06-01
"2171",1996,"JUN",21.4,"Bucaramanga",1996-06-01
"2172",1997,"JUN",21.7,"Bucaramanga",1997-06-01
"2173",1998,"JUN",21.8,"Bucaramanga",1998-06-01
"2174",1999,"JUN",20.9,"Bucaramanga",1999-06-01
"2175",2000,"JUN",21.3,"Bucaramanga",2000-06-01
"2176",2001,"JUN",999.9,"Bucaramanga",2001-06-01
"2177",2002,"JUN",21.8,"Bucaramanga",2002-06-01
"2178",2003,"JUN",21.5,"Bucaramanga",2003-06-01
"2179",2004,"JUN",22.2,"Bucaramanga",2004-06-01
"2180",2005,"JUN",21.9,"Bucaramanga",2005-06-01
"2181",2006,"JUN",21.6,"Bucaramanga",2006-06-01
"2182",2007,"JUN",21.6,"Bucaramanga",2007-06-01
"2183",2008,"JUN",21.4,"Bucaramanga",2008-06-01
"2184",2009,"JUN",21.7,"Bucaramanga",2009-06-01
"2185",2010,"JUN",21.6,"Bucaramanga",2010-06-01
"2186",2011,"JUN",21.6,"Bucaramanga",2011-06-01
"2187",2012,"JUN",21.9,"Bucaramanga",2012-06-01
"2188",2013,"JUN",21.9,"Bucaramanga",2013-06-01
"2189",2014,"JUN",22.4,"Bucaramanga",2014-06-01
"2190",2015,"JUN",999.9,"Bucaramanga",2015-06-01
"2191",1977,"JUL",21.6,"Bucaramanga",1977-07-01
"2192",1978,"JUL",999.9,"Bucaramanga",1978-07-01
"2193",1979,"JUL",21.4,"Bucaramanga",1979-07-01
"2194",1980,"JUL",21.7,"Bucaramanga",1980-07-01
"2195",1981,"JUL",21.2,"Bucaramanga",1981-07-01
"2196",1982,"JUL",21.7,"Bucaramanga",1982-07-01
"2197",1983,"JUL",21.9,"Bucaramanga",1983-07-01
"2198",1984,"JUL",20.7,"Bucaramanga",1984-07-01
"2199",1985,"JUL",21.2,"Bucaramanga",1985-07-01
"2200",1986,"JUL",21.8,"Bucaramanga",1986-07-01
"2201",1987,"JUL",21.8,"Bucaramanga",1987-07-01
"2202",1988,"JUL",21,"Bucaramanga",1988-07-01
"2203",1989,"JUL",21.3,"Bucaramanga",1989-07-01
"2204",1990,"JUL",21.5,"Bucaramanga",1990-07-01
"2205",1991,"JUL",999.9,"Bucaramanga",1991-07-01
"2206",1992,"JUL",21.9,"Bucaramanga",1992-07-01
"2207",1993,"JUL",21.1,"Bucaramanga",1993-07-01
"2208",1994,"JUL",21.9,"Bucaramanga",1994-07-01
"2209",1995,"JUL",21.4,"Bucaramanga",1995-07-01
"2210",1996,"JUL",21.1,"Bucaramanga",1996-07-01
"2211",1997,"JUL",22.7,"Bucaramanga",1997-07-01
"2212",1998,"JUL",21.6,"Bucaramanga",1998-07-01
"2213",1999,"JUL",21.2,"Bucaramanga",1999-07-01
"2214",2000,"JUL",21.2,"Bucaramanga",2000-07-01
"2215",2001,"JUL",999.9,"Bucaramanga",2001-07-01
"2216",2002,"JUL",22.3,"Bucaramanga",2002-07-01
"2217",2003,"JUL",21.7,"Bucaramanga",2003-07-01
"2218",2004,"JUL",21.4,"Bucaramanga",2004-07-01
"2219",2005,"JUL",22.2,"Bucaramanga",2005-07-01
"2220",2006,"JUL",21.9,"Bucaramanga",2006-07-01
"2221",2007,"JUL",22,"Bucaramanga",2007-07-01
"2222",2008,"JUL",21.1,"Bucaramanga",2008-07-01
"2223",2009,"JUL",22,"Bucaramanga",2009-07-01
"2224",2010,"JUL",21.1,"Bucaramanga",2010-07-01
"2225",2011,"JUL",21.4,"Bucaramanga",2011-07-01
"2226",2012,"JUL",999.9,"Bucaramanga",2012-07-01
"2227",2013,"JUL",22,"Bucaramanga",2013-07-01
"2228",2014,"JUL",23,"Bucaramanga",2014-07-01
"2229",2015,"JUL",999.9,"Bucaramanga",2015-07-01
"2230",1977,"AUG",21.7,"Bucaramanga",1977-08-01
"2231",1978,"AUG",21.5,"Bucaramanga",1978-08-01
"2232",1979,"AUG",21.4,"Bucaramanga",1979-08-01
"2233",1980,"AUG",21.5,"Bucaramanga",1980-08-01
"2234",1981,"AUG",21.3,"Bucaramanga",1981-08-01
"2235",1982,"AUG",22.2,"Bucaramanga",1982-08-01
"2236",1983,"AUG",21.9,"Bucaramanga",1983-08-01
"2237",1984,"AUG",20.9,"Bucaramanga",1984-08-01
"2238",1985,"AUG",20.9,"Bucaramanga",1985-08-01
"2239",1986,"AUG",21.8,"Bucaramanga",1986-08-01
"2240",1987,"AUG",20.9,"Bucaramanga",1987-08-01
"2241",1988,"AUG",20.6,"Bucaramanga",1988-08-01
"2242",1989,"AUG",21.3,"Bucaramanga",1989-08-01
"2243",1990,"AUG",21.5,"Bucaramanga",1990-08-01
"2244",1991,"AUG",21.8,"Bucaramanga",1991-08-01
"2245",1992,"AUG",21.8,"Bucaramanga",1992-08-01
"2246",1993,"AUG",999.9,"Bucaramanga",1993-08-01
"2247",1994,"AUG",21.6,"Bucaramanga",1994-08-01
"2248",1995,"AUG",21.2,"Bucaramanga",1995-08-01
"2249",1996,"AUG",21.6,"Bucaramanga",1996-08-01
"2250",1997,"AUG",22.7,"Bucaramanga",1997-08-01
"2251",1998,"AUG",21.7,"Bucaramanga",1998-08-01
"2252",1999,"AUG",21,"Bucaramanga",1999-08-01
"2253",2000,"AUG",21.6,"Bucaramanga",2000-08-01
"2254",2001,"AUG",999.9,"Bucaramanga",2001-08-01
"2255",2002,"AUG",22.6,"Bucaramanga",2002-08-01
"2256",2003,"AUG",22,"Bucaramanga",2003-08-01
"2257",2004,"AUG",22.3,"Bucaramanga",2004-08-01
"2258",2005,"AUG",21.9,"Bucaramanga",2005-08-01
"2259",2006,"AUG",22.2,"Bucaramanga",2006-08-01
"2260",2007,"AUG",21.2,"Bucaramanga",2007-08-01
"2261",2008,"AUG",21,"Bucaramanga",2008-08-01
"2262",2009,"AUG",22,"Bucaramanga",2009-08-01
"2263",2010,"AUG",21.4,"Bucaramanga",2010-08-01
"2264",2011,"AUG",21.8,"Bucaramanga",2011-08-01
"2265",2012,"AUG",999.9,"Bucaramanga",2012-08-01
"2266",2013,"AUG",21.7,"Bucaramanga",2013-08-01
"2267",2014,"AUG",21.8,"Bucaramanga",2014-08-01
"2268",2015,"AUG",999.9,"Bucaramanga",2015-08-01
"2269",1977,"SEP",21.3,"Bucaramanga",1977-09-01
"2270",1978,"SEP",21,"Bucaramanga",1978-09-01
"2271",1979,"SEP",21.1,"Bucaramanga",1979-09-01
"2272",1980,"SEP",21.7,"Bucaramanga",1980-09-01
"2273",1981,"SEP",21.4,"Bucaramanga",1981-09-01
"2274",1982,"SEP",21.5,"Bucaramanga",1982-09-01
"2275",1983,"SEP",21.6,"Bucaramanga",1983-09-01
"2276",1984,"SEP",20.5,"Bucaramanga",1984-09-01
"2277",1985,"SEP",21.1,"Bucaramanga",1985-09-01
"2278",1986,"SEP",21.6,"Bucaramanga",1986-09-01
"2279",1987,"SEP",21.7,"Bucaramanga",1987-09-01
"2280",1988,"SEP",20.9,"Bucaramanga",1988-09-01
"2281",1989,"SEP",21.1,"Bucaramanga",1989-09-01
"2282",1990,"SEP",21.7,"Bucaramanga",1990-09-01
"2283",1991,"SEP",21.8,"Bucaramanga",1991-09-01
"2284",1992,"SEP",21.6,"Bucaramanga",1992-09-01
"2285",1993,"SEP",21.3,"Bucaramanga",1993-09-01
"2286",1994,"SEP",21.5,"Bucaramanga",1994-09-01
"2287",1995,"SEP",22,"Bucaramanga",1995-09-01
"2288",1996,"SEP",21.4,"Bucaramanga",1996-09-01
"2289",1997,"SEP",22.2,"Bucaramanga",1997-09-01
"2290",1998,"SEP",21.5,"Bucaramanga",1998-09-01
"2291",1999,"SEP",20.5,"Bucaramanga",1999-09-01
"2292",2000,"SEP",20.7,"Bucaramanga",2000-09-01
"2293",2001,"SEP",999.9,"Bucaramanga",2001-09-01
"2294",2002,"SEP",22,"Bucaramanga",2002-09-01
"2295",2003,"SEP",21.6,"Bucaramanga",2003-09-01
"2296",2004,"SEP",21.5,"Bucaramanga",2004-09-01
"2297",2005,"SEP",999.9,"Bucaramanga",2005-09-01
"2298",2006,"SEP",22,"Bucaramanga",2006-09-01
"2299",2007,"SEP",21.7,"Bucaramanga",2007-09-01
"2300",2008,"SEP",21.6,"Bucaramanga",2008-09-01
"2301",2009,"SEP",22.8,"Bucaramanga",2009-09-01
"2302",2010,"SEP",999.9,"Bucaramanga",2010-09-01
"2303",2011,"SEP",21.5,"Bucaramanga",2011-09-01
"2304",2012,"SEP",22.1,"Bucaramanga",2012-09-01
"2305",2013,"SEP",21.8,"Bucaramanga",2013-09-01
"2306",2014,"SEP",21.9,"Bucaramanga",2014-09-01
"2307",2015,"SEP",999.9,"Bucaramanga",2015-09-01
"2308",1977,"OCT",21.1,"Bucaramanga",1977-10-01
"2309",1978,"OCT",20.7,"Bucaramanga",1978-10-01
"2310",1979,"OCT",21,"Bucaramanga",1979-10-01
"2311",1980,"OCT",21.1,"Bucaramanga",1980-10-01
"2312",1981,"OCT",20.7,"Bucaramanga",1981-10-01
"2313",1982,"OCT",20.8,"Bucaramanga",1982-10-01
"2314",1983,"OCT",21,"Bucaramanga",1983-10-01
"2315",1984,"OCT",20.6,"Bucaramanga",1984-10-01
"2316",1985,"OCT",20.7,"Bucaramanga",1985-10-01
"2317",1986,"OCT",19.3,"Bucaramanga",1986-10-01
"2318",1987,"OCT",20.8,"Bucaramanga",1987-10-01
"2319",1988,"OCT",20.7,"Bucaramanga",1988-10-01
"2320",1989,"OCT",21,"Bucaramanga",1989-10-01
"2321",1990,"OCT",20.9,"Bucaramanga",1990-10-01
"2322",1991,"OCT",21,"Bucaramanga",1991-10-01
"2323",1992,"OCT",22.2,"Bucaramanga",1992-10-01
"2324",1993,"OCT",21.7,"Bucaramanga",1993-10-01
"2325",1994,"OCT",21.4,"Bucaramanga",1994-10-01
"2326",1995,"OCT",21.1,"Bucaramanga",1995-10-01
"2327",1996,"OCT",20.9,"Bucaramanga",1996-10-01
"2328",1997,"OCT",22.2,"Bucaramanga",1997-10-01
"2329",1998,"OCT",999.9,"Bucaramanga",1998-10-01
"2330",1999,"OCT",20.6,"Bucaramanga",1999-10-01
"2331",2000,"OCT",21.2,"Bucaramanga",2000-10-01
